Frequency,DB(MAG(V(N_out))),MAG(V(N_out)),
0.001,-0.000028955187843335904,0.9999966664163618,
0.0012589254117941673,-0.00002895624053370886,0.9999966662951667,
0.0015848931924611134,-0.000028957908936685775,0.9999966661030854,
0.00199526231496888,-0.000028960553177702816,0.9999966657986569,
0.0025118864315095803,-0.000028964744018054762,0.9999966653161702,
0.0031622776601683794,-0.000028971386049105356,0.9999966645514806,
0.0039810717055349725,-0.000028981912962503573,0.999996663339529,
0.005011872336272723,-0.00002899859699426516,0.9999966614187152,
0.006309573444801933,-0.00002902503940363129,0.9999966583744305,
0.007943282347242816,-0.000029066947798873913,0.9999966535495644,
0.01,-0.000029133368128712244,0.9999966459026669,
0.012589254117941671,-0.000029238637262338693,0.9999966337831507,
0.015848931924611134,-0.000029405477599828515,0.9999966145750119,
0.019952623149688795,-0.00002966990173071417,0.9999965841321623,
0.0251188643150958,-0.000030088985774462924,0.9999965358834947,
0.03162277660168379,-0.000030753189323327986,0.999996459414503,
0.03981071705534973,-0.000031805881253728246,0.9999963382193021,
0.05011872336272723,-0.000033474286155073065,0.9999961461378112,
0.06309573444801933,-0.000036118531291480484,0.9999958417090591,
0.07943282347242815,-0.00004030938135979263,0.9999953592217371,
0.1,-0.00004695144101141649,0.9999945945302012,
0.12589254117941673,-0.00005747842103779974,0.9999933825741227,
0.15848931924611134,-0.00007416262255306713,0.9999914617489937,
0.19952623149688797,-0.00010060545704684815,0.9999884174357949,
0.251188643150958,-0.00014251492001186587,0.9999835924980871,
0.31622776601683794,-0.00020893793371267144,0.9999759454207396,
0.39810717055349726,-0.00031421380557058727,0.9999638254530787,
0.5011872336272722,-0.0004810710717042497,0.9999446161798216,
0.6309573444801932,-0.0007455377244303557,0.999914170481037,
0.7943282347242815,-0.0011647285752609295,0.9998659146575042,
1,-0.0018292003944674244,0.9997894276954405,
1.2589254117941673,-0.002882566133582004,0.9996681873715529,
1.5848931924611134,-0.0045526633320221895,0.9994759926037691,
1.9952623149688795,-0.007201158409317864,0.999171279578323,
2.51188643150958,-0.011402680160824767,0.9986880792535039,
3.1622776601683795,-0.018071531233239412,0.9979216009474383,
3.9810717055349727,-0.028665749943351353,0.9967051734682739,
5.011872336272723,-0.0455186150443408,0.9947731833688809,
6.3095734448019325,-0.07238418714055209,0.9917010901527485,
7.943282347242815,-0.11535182521941233,0.9868074253692748,
10,-0.18441811362366506,0.9789918904736069,
12.589254117941673,-0.29627473482608624,0.9664652945182638,
15.848931924611135,-0.47942724380402396,0.9462995592419816,
19.952623149688797,-0.7838925055608039,0.9137036813840795,
25.118864315095802,-1.2998989814151058,0.8610037657675323,
31.622776601683793,-2.1937778126988974,0.7768033849614929,
39.81071705534973,-3.7762742873044726,0.6474202596899182,
50.11872336272723,-6.65125645896718,0.464983109084075,
63.09573444801932,-12.25399889903153,0.24394956893988148,
79.43282347242815,-20.5710467757732,0.0936370366874037,
100,-11.696240261147171,0.2601285301279457,
125.89254117941672,-7.049681818653047,0.44413593064671314,
158.48931924611134,-4.4965506138636595,0.5958987429862798,
199.52623149688796,-2.9171016600555237,0.7147347816479174,
251.188643150958,-1.8942296918001114,0.8040601070764063,
316.22776601683796,-1.224023737889417,0.8685579766412772,
398.10717055349727,-0.7862046144375644,0.9134604937165153,
501.1872336272723,-0.5023600824399483,0.9438043960728117,
630.9573444801932,-0.3197438432697243,0.9638574484534482,
794.3282347242815,-0.20297714526752936,0.9769023239283553,
1000,-0.12864930673564157,0.9852978489525678,
1258.9254117941673,-0.08148149347881077,0.9906629597976995,
1584.8931924611136,-0.05161053877696755,0.9940757352123926,
1995.2623149688795,-0.032718917591672676,0.9962401812897641,
2511.8864315095802,-0.02078157841344842,0.9976102922754587,
3162.2776601683795,-0.013243057612607474,0.9984764983564663,
3981.0717055349724,-0.008484666868022957,0.9990236435739406,
5011.872336272723,-0.005482705873724012,0.9993689793366278,
6309.573444801932,-0.0035905573899067747,0.9995867072329176,
7943.282347242815,-0.0024003415773856127,0.9997236886443069,
10000,-0.0016553654845004515,0.9998094371650007,
12589.254117941671,-0.0011949115506479382,0.9998624401860206,
15848.931924611135,-0.0009196246949134831,0.9998941298989519,
19952.623149688796,-0.0007700975091468709,0.9999113431780127,
25118.8643150958,-0.0007140593292312604,0.9999177942607269,
31622.776601683792,-0.0007394150146770519,0.9999148753237943,
39810.71705534973,-0.0008516348706639355,0.9999019567186634,
50118.72336272723,-0.0010749329298041237,0.9998762514304792,
63095.73444801933,-0.0014574856649142989,0.9998322148392406,
79432.82347242815,-0.0020818104129553135,0.9997603514391394,
100000,-0.003082525074824823,0.9996451741512828,
125892.54117941672,-0.004675275575790164,0.9994618838441375,
158489.31924611135,-0.007202957301721185,0.9991710726448351,
199526.23149688795,-0.011208912508428238,0.9987103585606507,
251188.643150958,-0.017552166516605915,0.9979812725281972,
316227.7660168379,-0.027587741099897912,0.996828882577469,
398107.1705534973,-0.04344641695330432,0.9950105353371728,
501187.2336272723,-0.06846314636785629,0.9921488713690703,
